Sno,Accountid,score,Dec,Jan,Feb,Mar,Apr,May
1,1.001E+11,74,NonOTR,Default,Default,Default,Default,Default
2,1.001E+11,70,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
3,1.001E+11,49,NonOTR,Default,Default,Default,Default,Default
4,1.001E+11,24,NonOTR,Default,Default,Default,Default,Default
5,1.001E+11,40,Default,Default,Default,Default,Default,Default
6,1.001E+11,40,OTR,OTR,Default,Default,Default,Default
7,1.001E+11,52,OTR,Default,Default,Default,Default,Default
8,1.001E+11,55,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
9,1.001E+11,39,OTR,NonOTR,Default,Default,Default,Default
10,1.001E+11,64,Default,Default,Default,Default,Default,Default
11,1.001E+11,51,Default,Default,Default,Default,Default,Default
12,1.001E+11,46,OTR,Default,Default,Default,Default,Default
13,1.00101E+11,53,OTR,Default,Default,Default,Default,Default
14,1.001E+11,66,Default,Default,Default,Default,Default,Default
15,1.001E+11,82,NonOTR,Default,Default,Default,Default,Default
16,1.00101E+11,53,NonOTR,NonOTR,Default,Default,Default,Default
17,1.001E+11,74,Default,Default,Default,Default,Default,Default
18,1.001E+11,75,Default,Default,Default,Default,Default,Default
19,1.001E+11,44,NonOTR,Default,Default,Default,Default,Default
20,1.001E+11,53,Default,Default,Default,Default,Default,Default
21,1.001E+11,78,Default,Default,Default,Default,Default,Default
22,1.001E+11,66,OTR,NonOTR,Default,Default,Default,Default
23,1.001E+11,77,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
24,1.001E+11,85,OTR,Default,Default,Default,Default,Default
25,1.001E+11,83,Default,Default,Default,Default,Default,Default
26,1.001E+11,74,OTR,Default,Default,Default,Default,Default
27,1.001E+11,44,OTR,NonOTR,Default,Default,Default,Default
28,1.001E+11,81,NonOTR,OTR,Default,Default,Default,Default
29,1.001E+11,38,NonOTR,NonOTR,Default,Default,Default,Default
30,1.001E+11,31,NonOTR,NonOTR,Default,Default,Default,Default
31,1.001E+11,62,NonOTR,NonOTR,Default,Default,Default,Default
32,1.001E+11,44,OTR,OTR,Default,Default,Default,Default
33,1.001E+11,55,NonOTR,NonOTR,OTR,OTR,OTR,OTR
34,1.001E+11,63,NonOTR,NonOTR,Default,Default,Default,Default
35,1.001E+11,54,Default,Default,Default,Default,Default,Default
36,1.001E+11,46,Default,Default,Default,Default,Default,Default
37,1.001E+11,28,NonOTR,NonOTR,OTR,OTR,OTR,OTR
38,1.001E+11,40,OTR,OTR,Default,Default,Default,Default
39,1.001E+11,39,OTR,OTR,Default,Default,Default,Default
40,1.001E+11,43,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
41,1.001E+11,63,NonOTR,NonOTR,Default,Default,Default,Default
42,1.001E+11,27,Default,Default,Default,Default,Default,Default
43,1.001E+11,58,NonOTR,NonOTR,Default,Default,Default,Default
44,1.001E+11,74,Default,Default,Default,Default,Default,Default
45,1.001E+11,73,Default,Default,Default,Default,Default,Default
46,1.001E+11,34,Default,Default,Default,Default,Default,Default
47,1.001E+11,59,Default,Default,Default,Default,Default,Default
48,1.001E+11,46,Default,Default,Default,Default,Default,Default
49,1.001E+11,71,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
50,1.001E+11,64,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
51,1.001E+11,63,Default,Default,Default,Default,Default,Default
52,1.00101E+11,67,Default,Default,Default,Default,Default,Default
53,1.001E+11,54,Default,Default,Default,Default,Default,Default
54,1.001E+11,65,NonOTR,NonOTR,Default,Default,Default,Default
55,1.001E+11,44,Default,Default,Default,Default,Default,Default
56,1.001E+11,79,Default,Default,Default,Default,Default,Default
57,1.001E+11,75,Default,Default,Default,Default,Default,Default
58,1.00101E+11,33,OTR,Default,Default,Default,Default,Default
59,1.001E+11,44,Default,Default,Default,Default,Default,Default
60,1.001E+11,81,OTR,OTR,Default,Default,Default,Default
61,1.001E+11,74,Default,Default,Default,Default,Default,Default
62,1.001E+11,59,NonOTR,OTR,NonOTR,NonOTR,NonOTR,OTR
63,1.001E+11,51,Default,Default,Default,Default,Default,Default
64,1.001E+11,52,Default,Default,Default,Default,Default,Default
65,1.001E+11,45,OTR,NonOTR,Default,Default,Default,Default
66,1.001E+11,56,OTR,Default,Default,Default,Default,Default
67,1.001E+11,38,Default,Default,Default,Default,Default,Default
68,1.001E+11,85,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
69,1.001E+11,76,Default,Default,Default,Default,Default,Default
70,1.00101E+11,60,Default,Default,Default,Default,Default,Default
71,1.001E+11,49,NonOTR,NonOTR,OTR,Default,Default,Default
72,1.001E+11,79,Default,Default,Default,Default,Default,Default
73,1.001E+11,43,Default,Default,Default,Default,Default,Default
74,1.001E+11,48,Default,Default,Default,Default,Default,Default
75,1.001E+11,25,OTR,OTR,NonOTR,OTR,OTR,OTR
76,1.001E+11,76,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
77,1.001E+11,78,Default,Default,Default,Default,Default,Default
78,1.001E+11,56,NonOTR,NonOTR,NonOTR,NonOTR,OTR,OTR
79,1.00101E+11,54,NonOTR,Default,Default,Default,Default,Default
80,1.001E+11,77,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
81,1.001E+11,68,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
82,1.001E+11,69,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
83,1.001E+11,43,Default,Default,Default,Default,Default,Default
84,1.001E+11,55,OTR,OTR,Default,Default,Default,Default
85,1.001E+11,46,NonOTR,NonOTR,OTR,OTR,OTR,OTR
86,1.001E+11,41,NonOTR,NonOTR,NonOTR,Default,Default,Default
87,1.001E+11,65,OTR,OTR,OTR,Default,Default,Default
88,1.00101E+11,44,OTR,OTR,OTR,Default,Default,Default
89,1.001E+11,48,NonOTR,NonOTR,Default,Default,Default,Default
90,1.001E+11,71,OTR,OTR,Default,Default,Default,Default
91,1.001E+11,71,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
92,1.001E+11,41,Default,Default,Default,Default,Default,Default
93,1.001E+11,60,OTR,NonOTR,Default,Default,Default,Default
94,1.001E+11,44,NonOTR,NonOTR,Default,Default,Default,Default
95,1.001E+11,62,Default,Default,Default,Default,Default,Default
96,1.001E+11,44,Default,Default,Default,Default,Default,Default
97,1.001E+11,67,Default,Default,Default,Default,Default,Default
98,1.001E+11,87,Default,Default,Default,Default,Default,Default
99,1.001E+11,69,Default,Default,Default,Default,Default,Default
100,1.001E+11,52,Default,Default,Default,Default,Default,Default
101,1.001E+11,49,Default,Default,Default,Default,Default,Default
102,1.001E+11,31,Default,Default,Default,Default,Default,Default
103,1.00101E+11,36,Default,Default,Default,Default,Default,Default
104,1.001E+11,51,OTR,OTR,NonOTR,Default,Default,Default
105,1.001E+11,31,OTR,OTR,NonOTR,Default,Default,Default
106,1.001E+11,42,Default,Default,Default,Default,Default,Default
107,1.001E+11,71,Default,Default,Default,Default,Default,Default
108,1.001E+11,81,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
109,1.001E+11,71,NonOTR,NonOTR,NonOTR,Default,Default,Default
110,1.00101E+11,47,NonOTR,NonOTR,NonOTR,NonOTR,OTR,OTR
111,1.001E+11,68,NonOTR,NonOTR,NonOTR,OTR,OTR,OTR
112,1.001E+11,47,OTR,OTR,Default,Default,Default,Default
113,1.00101E+11,55,OTR,OTR,Default,Default,Default,Default
114,1.001E+11,54,Default,Default,Default,Default,Default,Default
115,1.001E+11,67,Default,Default,Default,Default,Default,Default
116,1.001E+11,67,NonOTR,Default,Default,Default,Default,Default
117,1.001E+11,54,NonOTR,OTR,Default,Default,Default,Default
118,1.001E+11,54,Default,Default,Default,Default,Default,Default
119,1.001E+11,39,NonOTR,Default,Default,Default,Default,Default
120,1.001E+11,47,NonOTR,Default,Default,Default,Default,Default
121,1.001E+11,63,NonOTR,Default,Default,Default,Default,Default
122,1.00101E+11,58,NonOTR,OTR,NonOTR,NonOTR,Default,Default
123,1.001E+11,71,Default,Default,Default,Default,Default,Default
124,1.001E+11,66,NonOTR,OTR,NonOTR,Default,Default,Default
125,1.00101E+11,69,Default,Default,Default,Default,Default,Default
126,1.001E+11,75,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
127,1.00101E+11,54,OTR,OTR,OTR,OTR,OTR,OTR
128,1.001E+11,43,Default,Default,Default,Default,Default,Default
129,1.001E+11,71,NonOTR,NonOTR,Default,Default,Default,Default
130,1.001E+11,61,NonOTR,NonOTR,NonOTR,OTR,OTR,OTR
131,1.001E+11,65,Default,Default,Default,Default,Default,Default
132,1.001E+11,76,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
133,1.001E+11,72,OTR,Default,Default,Default,Default,Default
134,1.001E+11,74,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
135,1.001E+11,37,OTR,NonOTR,NonOTR,Default,Default,Default
136,1.001E+11,73,Default,Default,Default,Default,Default,Default
137,1.001E+11,77,NonOTR,NonOTR,OTR,Default,Default,Default
138,1.001E+11,37,OTR,OTR,NonOTR,Default,Default,Default
139,1.001E+11,79,NonOTR,OTR,NonOTR,Default,Default,Default
140,1.001E+11,75,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
141,1.001E+11,65,NonOTR,NonOTR,NonOTR,OTR,Default,Default
142,1.001E+11,83,NonOTR,NonOTR,Default,Default,Default,Default
143,1.001E+11,73,Default,Default,Default,Default,Default,Default
144,1.001E+11,60,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
145,1.001E+11,50,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
146,1.001E+11,36,Default,Default,Default,Default,Default,Default
147,1.00101E+11,29,OTR,OTR,NonOTR,OTR,Default,Default
148,1.001E+11,55,NonOTR,NonOTR,NonOTR,Default,Default,Default
149,1.001E+11,42,NonOTR,NonOTR,OTR,Default,Default,Default
150,1.001E+11,73,Default,Default,Default,Default,Default,Default
151,1.001E+11,66,Default,Default,Default,Default,Default,Default
152,1.00101E+11,89,NonOTR,NonOTR,NonOTR,OTR,Default,Default
153,1.001E+11,47,Default,Default,Default,Default,Default,Default
154,1.001E+11,43,NonOTR,NonOTR,NonOTR,Default,Default,Default
155,1.001E+11,40,OTR,NonOTR,NonOTR,Default,Default,Default
156,1.00101E+11,76,OTR,NonOTR,Default,Default,Default,Default
157,1.001E+11,55,NonOTR,NonOTR,NonOTR,Default,Default,Default
158,1.001E+11,65,NonOTR,NonOTR,NonOTR,Default,Default,Default
159,1.001E+11,51,OTR,OTR,OTR,Default,Default,Default
160,1.001E+11,76,OTR,NonOTR,NonOTR,OTR,OTR,OTR
161,1.001E+11,42,NonOTR,NonOTR,NonOTR,OTR,OTR,OTR
162,1.001E+11,61,NonOTR,Default,Default,Default,Default,Default
163,1.001E+11,52,NonOTR,NonOTR,NonOTR,Default,Default,Default
164,1.001E+11,73,OTR,NonOTR,NonOTR,Default,Default,Default
165,1.00101E+11,60,OTR,OTR,Default,Default,Default,Default
166,1.001E+11,56,Default,Default,Default,Default,Default,Default
167,1.001E+11,51,Default,Default,Default,Default,Default,Default
168,1.00101E+11,54,Default,Default,Default,Default,Default,Default
169,1.001E+11,40,NonOTR,NonOTR,NonOTR,Default,Default,Default
170,1.001E+11,57,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
171,1.00101E+11,54,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
172,1.001E+11,84,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
173,1.001E+11,44,OTR,OTR,OTR,Default,Default,Default
174,1.001E+11,40,NonOTR,Default,Default,Default,Default,Default
175,1.001E+11,39,OTR,OTR,OTR,Default,Default,Default
176,1.001E+11,62,OTR,NonOTR,NonOTR,Default,Default,Default
177,1.001E+11,57,OTR,OTR,NonOTR,Default,Default,Default
178,1.001E+11,56,Default,Default,Default,Default,Default,Default
179,1.001E+11,79,OTR,NonOTR,NonOTR,OTR,OTR,OTR
180,1.001E+11,52,Default,Default,Default,Default,Default,Default
181,1.001E+11,62,NonOTR,NonOTR,NonOTR,Default,Default,Default
182,1.001E+11,67,NonOTR,NonOTR,OTR,OTR,OTR,OTR
183,1.001E+11,82,NonOTR,NonOTR,NonOTR,Default,Default,Default
184,1.001E+11,68,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
185,1.001E+11,28,Default,Default,Default,Default,Default,Default
186,1.001E+11,56,OTR,NonOTR,Default,Default,Default,Default
187,1.001E+11,36,Default,Default,Default,Default,Default,Default
188,1.00101E+11,58,NonOTR,NonOTR,Default,Default,Default,Default
189,1.001E+11,62,OTR,OTR,NonOTR,Default,Default,Default
190,1.001E+11,57,NonOTR,Default,Default,Default,Default,Default
191,1.00101E+11,50,NonOTR,Default,Default,Default,Default,Default
192,1.001E+11,83,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
193,1.001E+11,66,OTR,OTR,OTR,Default,Default,Default
194,1.001E+11,81,NonOTR,NonOTR,NonOTR,Default,Default,Default
195,1.001E+11,41,OTR,NonOTR,Default,Default,Default,Default
196,1.001E+11,66,Default,Default,Default,Default,Default,Default
197,1.001E+11,42,NonOTR,NonOTR,OTR,OTR,Default,Default
198,1.001E+11,63,Default,Default,Default,Default,Default,Default
199,1.001E+11,85,Default,Default,Default,Default,Default,Default
200,1.001E+11,73,Default,Default,Default,Default,Default,Default
201,1.001E+11,68,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
202,1.001E+11,28,NonOTR,NonOTR,NonOTR,Default,Default,Default
203,1.001E+11,82,OTR,NonOTR,Default,Default,Default,Default
204,1.001E+11,60,NonOTR,NonOTR,OTR,Default,Default,Default
205,1.001E+11,73,OTR,OTR,OTR,OTR,OTR,OTR
206,1.001E+11,70,OTR,NonOTR,NonOTR,Default,Default,Default
207,1.00101E+11,73,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
208,1.001E+11,41,OTR,OTR,OTR,OTR,OTR,OTR
209,1.001E+11,59,OTR,OTR,OTR,Default,Default,Default
210,1.001E+11,87,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
211,1.001E+11,81,Default,Default,Default,Default,Default,Default
212,1.001E+11,47,Default,Default,Default,Default,Default,Default
213,1.001E+11,85,Default,Default,Default,Default,Default,Default
214,1.001E+11,89,NonOTR,NonOTR,NonOTR,Default,Default,Default
215,1.00101E+11,76,NonOTR,NonOTR,NonOTR,OTR,OTR,OTR
216,1.001E+11,61,OTR,NonOTR,NonOTR,Default,Default,Default
217,1.001E+11,58,OTR,NonOTR,NonOTR,Default,Default,Default
218,1.001E+11,43,NonOTR,OTR,OTR,Default,Default,Default
219,1.00101E+11,28,NonOTR,NonOTR,NonOTR,OTR,Default,Default
220,1.001E+11,92,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
221,1.001E+11,90,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
222,1.001E+11,74,Default,Default,Default,Default,Default,Default
223,1.001E+11,64,OTR,NonOTR,Default,Default,Default,Default
224,1.001E+11,75,NonOTR,OTR,NonOTR,NonOTR,NonOTR,NonOTR
225,1.001E+11,53,NonOTR,OTR,Default,Default,Default,Default
226,1.001E+11,51,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
227,1.001E+11,44,NonOTR,NonOTR,NonOTR,NonOTR,OTR,OTR
228,1.001E+11,67,NonOTR,NonOTR,NonOTR,NonOTR,Default,Default
229,1.001E+11,33,OTR,NonOTR,OTR,Default,Default,Default
230,1.001E+11,54,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
231,1.001E+11,53,Default,Default,Default,Default,Default,Default
232,1.00101E+11,42,OTR,Default,Default,Default,Default,Default
233,1.001E+11,68,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
234,1.001E+11,95,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
235,1.001E+11,42,OTR,OTR,NonOTR,NonOTR,Default,Default
236,1.001E+11,83,Default,Default,Default,Default,Default,Default
237,1.001E+11,62,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
238,1.001E+11,79,NonOTR,NonOTR,NonOTR,NonOTR,Default,Default
239,1.001E+11,52,Default,Default,Default,Default,Default,Default
240,1.001E+11,71,Default,Default,Default,Default,Default,Default
241,1.001E+11,68,OTR,OTR,NonOTR,NonOTR,NonOTR,NonOTR
242,1.001E+11,61,OTR,OTR,NonOTR,OTR,OTR,OTR
243,1.001E+11,62,Default,Default,Default,Default,Default,Default
244,1.001E+11,46,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
245,1.001E+11,74,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
246,1.001E+11,83,NonOTR,NonOTR,NonOTR,NonOTR,OTR,OTR
247,1.001E+11,46,NonOTR,NonOTR,OTR,NonOTR,OTR,OTR
248,1.00101E+11,54,NonOTR,NonOTR,NonOTR,NonOTR,OTR,OTR
249,1.00101E+11,68,NonOTR,NonOTR,NonOTR,NonOTR,Default,Default
250,1.001E+11,49,OTR,OTR,OTR,OTR,Default,Default
251,1.00101E+11,57,OTR,Default,Default,Default,Default,Default
252,1.001E+11,58,NonOTR,NonOTR,NonOTR,NonOTR,OTR,OTR
253,1.001E+11,69,NonOTR,NonOTR,Default,Default,Default,Default
254,1.001E+11,58,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
255,1.00101E+11,60,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
256,1.001E+11,37,OTR,OTR,OTR,NonOTR,Default,Default
257,1.001E+11,41,NonOTR,Default,Default,Default,Default,Default
258,1.001E+11,41,Default,Default,Default,Default,Default,Default
259,1.001E+11,63,OTR,OTR,OTR,OTR,Default,Default
260,1.001E+11,87,OTR,NonOTR,OTR,OTR,Default,Default
261,1.00101E+11,77,OTR,Default,Default,Default,Default,Default
262,1.001E+11,54,Default,Default,Default,Default,Default,Default
263,1.001E+11,42,NonOTR,NonOTR,NonOTR,NonOTR,Default,Default
264,1.00101E+11,72,NonOTR,Default,Default,Default,Default,Default
265,1.001E+11,52,OTR,OTR,OTR,OTR,Default,Default
266,1.001E+11,48,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
267,1.001E+11,50,Default,Default,Default,Default,Default,Default
268,1.001E+11,54,NonOTR,NonOTR,NonOTR,Default,Default,Default
269,1.001E+11,72,OTR,NonOTR,OTR,NonOTR,Default,Default
270,1.001E+11,75,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
271,1.001E+11,82,Default,Default,Default,Default,Default,Default
272,1.001E+11,46,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
273,1.001E+11,77,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
274,1.001E+11,67,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
275,1.001E+11,27,OTR,OTR,Default,Default,Default,Default
276,1.001E+11,60,Default,Default,Default,Default,Default,Default
277,1.001E+11,72,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
278,1.001E+11,35,OTR,NonOTR,Default,Default,Default,Default
279,1.001E+11,43,NonOTR,NonOTR,NonOTR,NonOTR,Default,Default
280,1.001E+11,44,NonOTR,NonOTR,NonOTR,NonOTR,Default,Default
281,1.001E+11,50,NonOTR,OTR,NonOTR,NonOTR,Default,Default
282,1.001E+11,68,Default,Default,Default,Default,Default,Default
283,1.001E+11,33,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
284,1.001E+11,57,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
285,1.001E+11,64,OTR,OTR,OTR,OTR,Default,Default
286,1.001E+11,64,NonOTR,NonOTR,NonOTR,OTR,OTR,OTR
287,1.001E+11,51,NonOTR,NonOTR,NonOTR,NonOTR,OTR,OTR
288,1.001E+11,33,NonOTR,NonOTR,NonOTR,NonOTR,OTR,OTR
289,1.001E+11,76,OTR,NonOTR,NonOTR,NonOTR,Default,Default
290,1.001E+11,56,OTR,OTR,OTR,NonOTR,Default,Default
291,1.001E+11,79,OTR,OTR,OTR,OTR,Default,Default
292,1.001E+11,71,OTR,OTR,OTR,OTR,Default,Default
293,1.00101E+11,67,NonOTR,NonOTR,NonOTR,NonOTR,OTR,OTR
294,1.001E+11,45,NonOTR,OTR,NonOTR,OTR,OTR,Default
295,1.001E+11,64,OTR,OTR,OTR,OTR,OTR,OTR
296,1.001E+11,87,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
297,1.001E+11,69,OTR,NonOTR,NonOTR,NonOTR,Default,Default
298,1.001E+11,38,OTR,NonOTR,NonOTR,Default,Default,Default
299,1.001E+11,80,Default,Default,Default,Default,Default,Default
300,1.001E+11,72,OTR,OTR,NonOTR,OTR,NonOTR,NonOTR
301,1.001E+11,87,Default,Default,Default,Default,Default,Default
302,1.001E+11,53,OTR,OTR,NonOTR,OTR,Default,Default
303,1.001E+11,80,Default,Default,Default,Default,Default,Default
304,1.001E+11,89,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
305,1.00101E+11,80,NonOTR,Default,Default,Default,Default,Default
306,1.001E+11,46,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
307,1.001E+11,39,Default,Default,Default,Default,Default,Default
308,1.001E+11,56,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
309,1.001E+11,74,Default,Default,Default,Default,Default,Default
310,1.00101E+11,66,OTR,Default,Default,Default,Default,Default
311,1.001E+11,73,NonOTR,NonOTR,NonOTR,NonOTR,Default,Default
312,1.001E+11,57,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
313,1.001E+11,49,OTR,OTR,NonOTR,OTR,OTR,OTR
314,1.001E+11,40,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
315,1.001E+11,81,NonOTR,NonOTR,NonOTR,NonOTR,Default,Default
316,1.001E+11,40,Default,Default,Default,Default,Default,Default
317,1.001E+11,60,Default,Default,Default,Default,Default,Default
318,1.001E+11,43,OTR,NonOTR,NonOTR,NonOTR,Default,Default
319,1.001E+11,59,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
320,1.001E+11,82,Default,Default,Default,Default,Default,Default
321,1.00101E+11,71,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
322,1.001E+11,85,NonOTR,Default,Default,Default,Default,Default
323,1.001E+11,43,NonOTR,OTR,NonOTR,NonOTR,Default,Default
324,1.001E+11,27,NonOTR,OTR,OTR,OTR,Default,Default
325,1.001E+11,72,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
326,1.001E+11,25,OTR,OTR,NonOTR,OTR,Default,Default
327,1.001E+11,36,OTR,OTR,OTR,OTR,Default,Default
328,1.001E+11,86,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
329,1.001E+11,94,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
330,1.001E+11,68,NonOTR,NonOTR,OTR,Default,Default,Default
331,1.001E+11,80,NonOTR,OTR,NonOTR,Default,Default,Default
332,1.001E+11,58,OTR,NonOTR,NonOTR,OTR,Default,Default
333,1.001E+11,60,NonOTR,OTR,NonOTR,NonOTR,OTR,Default
334,1.001E+11,45,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,Default
335,1.001E+11,34,NonOTR,OTR,NonOTR,OTR,OTR,OTR
336,1.001E+11,81,OTR,OTR,NonOTR,NonOTR,OTR,Default
337,1.001E+11,47,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
338,1.001E+11,81,Default,Default,Default,Default,Default,Default
339,1.001E+11,81,NonOTR,NonOTR,NonOTR,OTR,OTR,OTR
340,1.001E+11,39,OTR,Default,Default,Default,Default,Default
341,1.001E+11,38,OTR,NonOTR,NonOTR,NonOTR,Default,Default
342,1.001E+11,89,NonOTR,NonOTR,NonOTR,NonOTR,Default,Default
343,1.001E+11,42,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
344,1.001E+11,52,OTR,OTR,NonOTR,OTR,NonOTR,Default
345,1.00101E+11,74,NonOTR,OTR,OTR,OTR,OTR,OTR
346,1.00101E+11,61,OTR,OTR,NonOTR,NonOTR,Default,Default
347,1.001E+11,57,NonOTR,NonOTR,NonOTR,OTR,Default,Default
348,1.00101E+11,85,NonOTR,OTR,Default,Default,Default,Default
349,1.001E+11,73,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
350,1.001E+11,34,OTR,OTR,NonOTR,Default,Default,Default
351,1.001E+11,76,OTR,OTR,NonOTR,NonOTR,Default,Default
352,1.001E+11,69,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
353,1.001E+11,55,Default,Default,Default,Default,Default,Default
354,1.001E+11,60,Default,Default,Default,Default,Default,Default
355,1.001E+11,73,Default,Default,Default,Default,Default,Default
356,1.001E+11,36,Default,Default,Default,Default,Default,Default
357,1.001E+11,68,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
358,1.001E+11,57,NonOTR,Default,Default,Default,Default,Default
359,1.001E+11,42,NonOTR,NonOTR,NonOTR,OTR,OTR,Default
360,1.001E+11,61,Default,Default,Default,Default,Default,Default
361,1.00101E+11,61,OTR,OTR,Default,Default,Default,Default
362,1.001E+11,78,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
363,1.001E+11,64,Default,Default,Default,Default,Default,Default
364,1.00101E+11,71,Default,Default,Default,Default,Default,Default
365,1.001E+11,45,Default,Default,Default,Default,Default,Default
366,1.001E+11,49,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
367,1.001E+11,67,OTR,NonOTR,NonOTR,NonOTR,NonOTR,Default
368,1.001E+11,32,Default,Default,Default,Default,Default,Default
369,1.001E+11,64,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,Default
370,1.001E+11,55,NonOTR,NonOTR,NonOTR,NonOTR,OTR,Default
371,1.00101E+11,68,OTR,OTR,NonOTR,NonOTR,Default,Default
372,1.001E+11,39,OTR,OTR,NonOTR,NonOTR,NonOTR,Default
373,1.001E+11,64,OTR,NonOTR,NonOTR,OTR,NonOTR,Default
374,1.001E+11,54,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,OTR
375,1.00101E+11,53,NonOTR,NonOTR,NonOTR,NonOTR,OTR,OTR
376,1.001E+11,53,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
377,1.001E+11,62,Default,Default,Default,Default,Default,Default
378,1.001E+11,52,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
379,1.001E+11,31,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,Default
380,1.001E+11,45,OTR,OTR,NonOTR,OTR,OTR,Default
381,1.001E+11,49,NonOTR,NonOTR,NonOTR,OTR,Default,Default
382,1.00101E+11,28,Default,Default,Default,Default,Default,Default
383,1.001E+11,53,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
384,1.001E+11,48,Default,Default,Default,Default,Default,Default
385,1.00101E+11,43,OTR,Default,Default,Default,Default,Default
386,1.001E+11,57,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,OTR
387,1.001E+11,20,NonOTR,OTR,NonOTR,NonOTR,Default,Default
