Sno,Accountid,score,Dec,Jan,Feb,Mar,Apr,May
6037,1.004E+11,42,OTR,OTR,NonOTR,OTR,OTR,OTR
6038,1.004E+11,33,OTR,OTR,NonOTR,OTR,OTR,OTR
6039,1.004E+11,31,OTR,OTR,NonOTR,OTR,OTR,OTR
6040,1.004E+11,67,OTR,OTR,NonOTR,OTR,OTR,OTR
6041,1.004E+11,38,OTR,OTR,NonOTR,OTR,OTR,OTR
6042,1.004E+11,82,OTR,OTR,NonOTR,OTR,OTR,OTR
6043,1.004E+11,72,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6044,1.004E+11,76,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6045,1.004E+11,23,OTR,OTR,NonOTR,OTR,NonOTR,Default
6046,1.004E+11,30,OTR,OTR,NonOTR,OTR,OTR,OTR
6047,1.004E+11,59,OTR,OTR,NonOTR,OTR,OTR,OTR
6048,1.004E+11,27,OTR,OTR,NonOTR,OTR,OTR,OTR
6049,1.004E+11,31,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6050,1.004E+11,81,NonOTR,NonOTR,NonOTR,OTR,OTR,OTR
6051,1.004E+11,41,OTR,NonOTR,NonOTR,NonOTR,OTR,OTR
6052,1.004E+11,50,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6053,1.004E+11,73,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6054,1.004E+11,34,NonOTR,NonOTR,NonOTR,OTR,OTR,OTR
6055,1.004E+11,33,OTR,NonOTR,NonOTR,OTR,OTR,OTR
6056,1.004E+11,33,Default,Default,Default,Default,Default,Default
6057,1.004E+11,82,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6058,1.004E+11,49,NonOTR,OTR,NonOTR,NonOTR,NonOTR,NonOTR
6059,1.004E+11,64,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6060,1.004E+11,43,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6061,1.004E+11,61,OTR,OTR,NonOTR,OTR,OTR,OTR
6062,1.004E+11,40,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6063,1.004E+11,48,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6064,1.004E+11,28,OTR,OTR,NonOTR,OTR,OTR,OTR
6065,1.004E+11,55,OTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6066,1.004E+11,71,OTR,NonOTR,NonOTR,OTR,OTR,OTR
6067,1.004E+11,69,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6068,1.004E+11,48,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6069,1.004E+11,25,OTR,NonOTR,NonOTR,NonOTR,OTR,OTR
6070,1.004E+11,39,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6071,1.004E+11,74,NonOTR,OTR,NonOTR,NonOTR,NonOTR,OTR
6072,1.004E+11,39,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6073,1.004E+11,58,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6074,1.004E+11,53,OTR,OTR,NonOTR,OTR,OTR,OTR
6075,1.004E+11,69,NonOTR,OTR,NonOTR,NonOTR,NonOTR,NonOTR
6076,1.004E+11,42,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6077,1.004E+11,17,OTR,OTR,NonOTR,OTR,Default,Default
6078,1.004E+11,29,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6079,1.004E+11,38,Default,Default,Default,Default,Default,Default
6080,1.004E+11,78,OTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6081,1.004E+11,46,OTR,OTR,NonOTR,OTR,NonOTR,NonOTR
6082,1.004E+11,33,OTR,OTR,NonOTR,OTR,OTR,OTR
6083,1.004E+11,34,OTR,OTR,NonOTR,OTR,OTR,OTR
6084,1.004E+11,44,OTR,OTR,NonOTR,OTR,OTR,Default
6085,1.004E+11,33,OTR,OTR,NonOTR,OTR,OTR,OTR
6086,1.004E+11,48,OTR,OTR,NonOTR,OTR,OTR,OTR
6087,1.004E+11,36,NonOTR,NonOTR,NonOTR,NonOTR,OTR,OTR
6088,1.004E+11,66,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6089,1.004E+11,41,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6090,1.004E+11,81,OTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6091,1.004E+11,73,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6092,1.004E+11,59,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6093,1.004E+11,63,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6094,1.004E+11,83,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6095,1.004E+11,51,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6096,1.004E+11,78,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6097,1.004E+11,59,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6098,1.004E+11,24,NonOTR,OTR,NonOTR,OTR,OTR,OTR
6099,1.004E+11,33,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6100,1.004E+11,60,OTR,OTR,NonOTR,OTR,OTR,OTR
6101,1.004E+11,54,NonOTR,NonOTR,NonOTR,Default,Default,Default
6102,1.004E+11,29,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6103,1.004E+11,36,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6104,1.004E+11,42,OTR,OTR,NonOTR,OTR,NonOTR,NonOTR
6105,1.004E+11,45,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6106,1.004E+11,73,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6107,1.004E+11,67,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6108,1.004E+11,24,NonOTR,NonOTR,NonOTR,NonOTR,OTR,NonOTR
6109,1.004E+11,25,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6110,1.004E+11,27,OTR,OTR,NonOTR,NonOTR,OTR,NonOTR
6111,1.004E+11,30,Default,Default,Default,Default,Default,Default
6112,1.004E+11,51,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6113,1.004E+11,38,OTR,OTR,NonOTR,OTR,OTR,OTR
6114,1.004E+11,28,OTR,OTR,NonOTR,OTR,OTR,OTR
6115,1.004E+11,28,NonOTR,NonOTR,NonOTR,OTR,NonOTR,NonOTR
6116,1.004E+11,46,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6117,1.004E+11,85,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6118,1.004E+11,65,OTR,OTR,NonOTR,OTR,OTR,OTR
6119,1.004E+11,45,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6120,1.004E+11,83,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6121,1.004E+11,54,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6122,1.004E+11,60,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6123,1.004E+11,84,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6124,1.004E+11,83,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6125,1.004E+11,87,NonOTR,NonOTR,NonOTR,OTR,NonOTR,NonOTR
6126,1.004E+11,22,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6127,1.004E+11,24,NonOTR,NonOTR,NonOTR,OTR,NonOTR,NonOTR
6128,1.004E+11,42,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6129,1.004E+11,74,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6130,1.004E+11,72,OTR,OTR,NonOTR,OTR,NonOTR,OTR
6131,1.004E+11,71,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6132,1.004E+11,41,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6133,1.004E+11,50,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6134,1.004E+11,63,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6135,1.004E+11,58,OTR,OTR,NonOTR,OTR,OTR,OTR
6136,1.004E+11,80,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6137,1.004E+11,59,NonOTR,NonOTR,NonOTR,NonOTR,Default,Default
6138,1.004E+11,81,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6139,1.004E+11,81,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6140,1.004E+11,27,NonOTR,OTR,NonOTR,NonOTR,NonOTR,NonOTR
6141,1.004E+11,19,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6142,1.004E+11,59,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6143,1.004E+11,46,Default,Default,Default,Default,Default,Default
6144,1.004E+11,41,NonOTR,OTR,NonOTR,OTR,NonOTR,NonOTR
6145,1.004E+11,68,NonOTR,OTR,NonOTR,OTR,NonOTR,NonOTR
6146,1.004E+11,25,OTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6147,1.004E+11,26,OTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6148,1.004E+11,61,OTR,OTR,NonOTR,OTR,OTR,OTR
6149,1.004E+11,63,OTR,OTR,NonOTR,OTR,OTR,OTR
6150,1.004E+11,29,OTR,OTR,NonOTR,OTR,Default,Default
6151,1.004E+11,18,OTR,OTR,NonOTR,OTR,OTR,OTR
6152,1.004E+11,73,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6153,1.004E+11,72,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6154,1.004E+11,74,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6155,1.004E+11,51,OTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6156,1.004E+11,30,OTR,OTR,NonOTR,OTR,OTR,OTR
6157,1.004E+11,53,NonOTR,OTR,NonOTR,OTR,NonOTR,NonOTR
6158,1.004E+11,43,Default,Default,Default,Default,Default,Default
6159,1.004E+11,50,OTR,OTR,NonOTR,OTR,NonOTR,OTR
6160,1.004E+11,42,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6161,1.004E+11,50,OTR,NonOTR,NonOTR,OTR,NonOTR,NonOTR
6162,1.004E+11,51,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6163,1.004E+11,81,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6164,1.004E+11,33,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6165,1.004E+11,71,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6166,1.004E+11,77,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6167,1.004E+11,63,NonOTR,NonOTR,NonOTR,OTR,NonOTR,NonOTR
6168,1.004E+11,39,NonOTR,NonOTR,NonOTR,OTR,NonOTR,NonOTR
6169,1.004E+11,78,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6170,1.004E+11,58,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6171,1.004E+11,44,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6172,1.004E+11,53,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6173,1.004E+11,68,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6174,1.004E+11,14,OTR,OTR,NonOTR,OTR,OTR,OTR
6175,1.004E+11,32,OTR,OTR,NonOTR,NonOTR,NonOTR,NonOTR
6176,1.004E+11,18,OTR,OTR,NonOTR,NonOTR,OTR,NonOTR
6177,1.004E+11,46,OTR,OTR,NonOTR,OTR,OTR,OTR
6178,1.004E+11,74,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6179,1.004E+11,75,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6180,1.004E+11,82,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6181,1.004E+11,46,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6182,1.004E+11,64,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6183,1.004E+11,27,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6184,1.004E+11,37,OTR,OTR,NonOTR,NonOTR,OTR,NonOTR
6185,1.004E+11,35,OTR,OTR,NonOTR,OTR,NonOTR,OTR
6186,1.004E+11,45,OTR,OTR,NonOTR,NonOTR,NonOTR,OTR
6187,1.004E+11,63,OTR,OTR,NonOTR,OTR,OTR,OTR
6188,1.004E+11,58,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6189,1.004E+11,72,NonOTR,NonOTR,NonOTR,OTR,NonOTR,NonOTR
6190,1.004E+11,26,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6191,1.004E+11,58,NonOTR,OTR,NonOTR,NonOTR,Default,Default
6192,1.004E+11,51,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6193,1.004E+11,18,Default,Default,Default,Default,Default,Default
6194,1.004E+11,73,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6195,1.004E+11,80,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6196,1.004E+11,87,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6197,1.004E+11,75,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6198,1.004E+11,24,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6199,1.004E+11,29,OTR,OTR,NonOTR,OTR,OTR,OTR
6200,1.004E+11,39,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6201,1.004E+11,55,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6202,1.004E+11,62,OTR,OTR,NonOTR,OTR,Default,Default
6203,1.004E+11,43,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6204,1.004E+11,43,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6205,1.004E+11,51,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6206,1.004E+11,63,NonOTR,OTR,NonOTR,NonOTR,NonOTR,NonOTR
6207,1.004E+11,67,NonOTR,OTR,NonOTR,NonOTR,NonOTR,NonOTR
6208,1.004E+11,30,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6209,1.004E+11,52,OTR,OTR,NonOTR,OTR,OTR,OTR
6210,1.004E+11,37,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6211,1.004E+11,53,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6212,1.004E+11,27,OTR,OTR,NonOTR,OTR,OTR,OTR
6213,1.004E+11,24,OTR,OTR,NonOTR,OTR,Default,Default
6214,1.004E+11,78,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6215,1.004E+11,61,NonOTR,OTR,NonOTR,NonOTR,NonOTR,NonOTR
6216,1.004E+11,54,Default,Default,Default,Default,Default,Default
6217,1.004E+11,63,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6218,1.004E+11,80,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6219,1.004E+11,37,OTR,OTR,NonOTR,OTR,OTR,OTR
6220,1.004E+11,46,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6221,1.004E+11,87,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6222,1.004E+11,68,OTR,NonOTR,NonOTR,OTR,NonOTR,NonOTR
6223,1.004E+11,49,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6224,1.004E+11,81,OTR,OTR,NonOTR,OTR,OTR,OTR
6225,1.004E+11,70,OTR,OTR,NonOTR,OTR,OTR,OTR
6226,1.004E+11,51,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6227,1.004E+11,42,OTR,OTR,NonOTR,OTR,OTR,OTR
6228,1.004E+11,59,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6229,1.004E+11,46,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6230,1.004E+11,35,OTR,OTR,NonOTR,OTR,OTR,OTR
6231,1.004E+11,39,OTR,OTR,NonOTR,NonOTR,OTR,NonOTR
6232,1.004E+11,57,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6233,1.004E+11,56,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6234,1.004E+11,87,Default,Default,Default,Default,Default,Default
6235,1.004E+11,49,OTR,OTR,NonOTR,OTR,OTR,OTR
6236,1.004E+11,54,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6237,1.004E+11,68,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6238,1.004E+11,48,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6239,1.004E+11,41,OTR,OTR,NonOTR,OTR,OTR,OTR
6240,1.004E+11,39,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6241,1.004E+11,54,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6242,1.004E+11,56,NonOTR,NonOTR,NonOTR,OTR,NonOTR,NonOTR
6243,1.004E+11,57,OTR,OTR,NonOTR,OTR,OTR,Default
6244,1.004E+11,17,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6245,1.004E+11,50,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6246,1.004E+11,76,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6247,1.004E+11,65,OTR,OTR,NonOTR,OTR,OTR,OTR
6248,1.004E+11,68,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6249,1.004E+11,34,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6250,1.004E+11,50,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6251,1.004E+11,33,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6252,1.004E+11,81,OTR,NonOTR,NonOTR,OTR,NonOTR,OTR
6253,1.004E+11,57,OTR,NonOTR,NonOTR,NonOTR,OTR,OTR
6254,1.004E+11,72,OTR,OTR,NonOTR,NonOTR,NonOTR,OTR
6255,1.004E+11,33,OTR,OTR,NonOTR,OTR,OTR,OTR
6256,1.004E+11,71,OTR,OTR,NonOTR,OTR,OTR,OTR
6257,1.004E+11,55,NonOTR,OTR,NonOTR,NonOTR,NonOTR,NonOTR
6258,1.004E+11,55,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6259,1.004E+11,76,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6260,1.004E+11,62,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6261,1.004E+11,45,OTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6262,1.004E+11,48,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6263,1.004E+11,52,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6264,1.004E+11,66,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6265,1.004E+11,32,OTR,OTR,NonOTR,OTR,OTR,Default
6266,1.004E+11,38,OTR,OTR,NonOTR,OTR,OTR,OTR
6267,1.004E+11,82,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6268,1.004E+11,42,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6269,1.004E+11,66,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6270,1.004E+11,70,OTR,OTR,NonOTR,OTR,OTR,OTR
6271,1.004E+11,63,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6272,1.004E+11,68,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6273,1.004E+11,57,OTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6274,1.004E+11,80,NonOTR,OTR,NonOTR,NonOTR,NonOTR,NonOTR
6275,1.004E+11,68,OTR,OTR,NonOTR,OTR,OTR,NonOTR
6276,1.004E+11,53,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6277,1.004E+11,60,OTR,OTR,NonOTR,OTR,OTR,OTR
6278,1.004E+11,36,OTR,OTR,NonOTR,OTR,OTR,NonOTR
6279,1.004E+11,60,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6280,1.004E+11,30,OTR,OTR,NonOTR,OTR,OTR,OTR
6281,1.004E+11,48,OTR,OTR,NonOTR,OTR,NonOTR,NonOTR
6282,1.004E+11,25,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6283,1.004E+11,65,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6284,1.004E+11,37,OTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6285,1.004E+11,59,OTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6286,1.004E+11,48,OTR,OTR,NonOTR,OTR,OTR,NonOTR
6287,1.004E+11,69,OTR,OTR,NonOTR,OTR,Default,Default
6288,1.004E+11,56,OTR,OTR,NonOTR,OTR,OTR,OTR
6289,1.004E+11,49,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6290,1.004E+11,80,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6291,1.004E+11,61,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6292,1.004E+11,56,OTR,OTR,NonOTR,OTR,OTR,OTR
6293,1.004E+11,43,OTR,OTR,NonOTR,OTR,NonOTR,NonOTR
6294,1.004E+11,35,NonOTR,NonOTR,NonOTR,OTR,NonOTR,Default
6295,1.004E+11,39,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6296,1.004E+11,23,OTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6297,1.004E+11,41,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6298,1.004E+11,88,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6299,1.004E+11,42,OTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6300,1.004E+11,78,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6301,1.004E+11,76,NonOTR,NonOTR,NonOTR,NonOTR,OTR,OTR
6302,1.004E+11,20,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6303,1.004E+11,29,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6304,1.004E+11,21,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6305,1.004E+11,32,OTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6306,1.004E+11,66,OTR,NonOTR,NonOTR,NonOTR,OTR,Default
6307,1.004E+11,78,NonOTR,NonOTR,NonOTR,NonOTR,OTR,NonOTR
6308,1.004E+11,54,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6309,1.004E+11,46,NonOTR,OTR,NonOTR,OTR,NonOTR,NonOTR
6310,1.004E+11,84,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6311,1.004E+11,46,OTR,OTR,NonOTR,OTR,OTR,OTR
6312,1.004E+11,27,OTR,OTR,NonOTR,OTR,OTR,OTR
6313,1.004E+11,33,OTR,OTR,NonOTR,OTR,OTR,OTR
6314,1.004E+11,20,OTR,OTR,NonOTR,OTR,OTR,OTR
6315,1.004E+11,54,OTR,OTR,NonOTR,NonOTR,OTR,Default
6316,1.004E+11,45,OTR,OTR,NonOTR,NonOTR,NonOTR,OTR
6317,1.004E+11,38,OTR,OTR,NonOTR,NonOTR,NonOTR,NonOTR
6318,1.004E+11,66,OTR,NonOTR,NonOTR,NonOTR,NonOTR,Default
6319,1.004E+11,68,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6320,1.004E+11,76,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6321,1.004E+11,61,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6322,1.004E+11,49,OTR,OTR,NonOTR,OTR,OTR,OTR
6323,1.004E+11,88,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6324,1.004E+11,30,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6325,1.004E+11,85,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6326,1.004E+11,80,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6327,1.004E+11,53,NonOTR,NonOTR,NonOTR,NonOTR,OTR,Default
6328,1.004E+11,92,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6329,1.004E+11,29,OTR,OTR,NonOTR,OTR,OTR,OTR
6330,1.004E+11,28,Default,Default,Default,Default,Default,Default
6331,1.004E+11,34,OTR,OTR,NonOTR,OTR,OTR,OTR
6332,1.004E+11,88,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6333,1.004E+11,69,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6334,1.004E+11,43,OTR,OTR,NonOTR,OTR,OTR,OTR
6335,1.004E+11,28,OTR,NonOTR,NonOTR,OTR,OTR,OTR
6336,1.004E+11,28,OTR,OTR,NonOTR,OTR,OTR,OTR
6337,1.004E+11,58,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6338,1.004E+11,53,OTR,NonOTR,NonOTR,OTR,NonOTR,Default
6339,1.004E+11,33,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6340,1.004E+11,82,OTR,OTR,NonOTR,OTR,OTR,OTR
6341,1.004E+11,77,OTR,OTR,NonOTR,OTR,OTR,OTR
6342,1.004E+11,47,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6343,1.004E+11,43,OTR,OTR,NonOTR,OTR,Default,Default
6344,1.004E+11,65,OTR,OTR,NonOTR,OTR,Default,Default
6345,1.004E+11,47,NonOTR,NonOTR,NonOTR,NonOTR,Default,Default
6346,1.004E+11,38,OTR,OTR,NonOTR,OTR,OTR,OTR
6347,1.004E+11,37,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6348,1.004E+11,27,OTR,OTR,NonOTR,NonOTR,OTR,OTR
6349,1.004E+11,44,OTR,OTR,NonOTR,OTR,OTR,OTR
6350,1.004E+11,58,NonOTR,NonOTR,NonOTR,OTR,NonOTR,NonOTR
6351,1.004E+11,40,NonOTR,NonOTR,NonOTR,NonOTR,OTR,NonOTR
6352,1.004E+11,77,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR,NonOTR
6353,1.004E+11,78,OTR,OTR,NonOTR,NonOTR,OTR,OTR
